essay_id	essay_set	essay	rater1_domain1	rater2_domain1	rater3_domain1	domain1_score	rater1_domain2	rater2_domain2	domain2_score	rater1_trait1	rater1_trait2	rater1_trait3	rater1_trait4	rater1_trait5	rater1_trait6	rater2_trait1	rater2_trait2	rater2_trait3	rater2_trait4	rater2_trait5	rater2_trait6	rater3_trait1	rater3_trait2	rater3_trait3	rater3_trait4	rater3_trait5	rater3_trait6
283	1	"Dear Newspaper @CAPS1, I am writing a letter to you saying that I think its a bad idea for you to make kids stay off of computers because it does teach kids something, it good to do homework on and you can relax when your on it. Well computers teaches kids a lof of things like hand-eye coordination. If kids want to work with computers when there older they can learn new to work with it. There is also websites that can show you how to move yor hands when using a computer. Well when kids come from school always have homework, @CAPS2 you need to do it on the comptuer so if you couldn't use computers it would be hard for kids to do there homework. So when they go to school and the class tells the teacher they dont have computers what are they going to do. So when I get out of school and I had a very long day. I go home do my homework and go on the computer and listen to music to relax. If you guy were to take computers away every one would be grumpy all the time. That is why I think you should keep computers and not exercise as much. We get enuf of that in school carry all these heveay books around."	3	3		6																					
284	1	"Dear @STATE1 news, Computers are a great machine to use. People can research, learn about any topic or subject and let people talk to friends online I think that computers have a good effect on people. Computers are one of the great inventions we have. They are very helpul in our everyday life. When people need to write a paper for school or do a project you can research what you need if you need to know some thing about, a topic that you don't know about, you can look up questions you have about it on the internet. If your writing a paper and need an answer its all on the internet. Suppose you want to go on a family vacation to california you can plan your whole trip right on your computer, you can book a flight, get a hotel room and even see what there is to do you can see the whole world right from your computer. If you want to learn another language you can learn an entire language on your computer. Also if your to busy to go to collage or want to take another class there are even schools online. The computer is a great way to learn about new things. Finally you can talk to friends online websites like facebook and myspace are great ways to keep in touch with your friends. naother positive way is @CAPS1 you can instant message friends and family without having to wait so long for a response back. If you want your friends you can just message them. I think that computers have a positive effect on people. They are helpul in many ways such as people can do research, learn about new things and talk to friends I hope, you see my point at view they are samething everyone should have."	4	4		8																					
286	1	"Dear computer co., computers have a negative effect. Why would you go outside if you could play life - like games on your @CAPS1? I lthink that the games on th @CAPS1 should be removed so people could enjoy all of the great things in life. If people weren't on @CAPS1's all day, people would pay attention to the way they're destroying nature."	2	2		4																					
288	1	"Dear newspaper, I think that using your computer too much is bad. Some people spend way too much time on the internet. Many people are too focused on the internet and they lack on their normal activities. Also, the computer is bad for people because they will be on the internet all night and get no sleep. This leaves them exausted for the day ahead. Alot of people spend too much time on the internet. Since they are always on the internet, they don't spend alot of time with their families. This causes the internet addicted person to lose relationships with their family and friends. Not exercizing is a result of this addiction also. For example, my stepbrother is always on the internet now. He doesn't talk to anyone because he is so preoccupied with his game. Another problem people encounter with the internet is being too focused. When you are too focused on the internet, you forget there is a whole world out there that needs your help, most people won't do their choires, or make a meal for their family. These people also have no time for their outdoor activities they used to enjoy. Internet addicts usually don't get any sleep. They have no time to study at night because they spend all their extra time on the internet. During the day, they will be very tired in school or work and the internet will be the one to blame. Last month my mom made a facebook. She is constantly on it. When she is on she ignores everything around her. My mom goes to school and she tells me how she never has time to study because she always on the internet. She also stopped reading the bible in her spare time to go on the internet. The internet is a bad thing to get hooked on. You lose relationships with your friends and family because you never get off the computer. People usually don't exercize or do thier chores. This is not a very good addiction to get into."	4	4		8																					
293	1	"Dear Newspaper people, @CAPS1 opinion's on what effect's do computer's have on people is without the computer we couldn't research important people and event's. Also we couldn't type important paper's. Last we can talk to other people. Now that @CAPS1 first opinion is without the computer we couldn't research important people and events. This is one of @CAPS1 reason's because if people didn't know anything about an important person they could look them up. For an example who is harry @PERSON1. He was the @NUM1 president. I didn't know who he was or what he did until I looked him up on the internet. @CAPS1 second opinion is we wouldn't be able to type important paper's. I say this because people that have @CAPS3's mostly have to type paper's. And without the computers everything would have to be hand-writen. Also some people have bad hand writing. @CAPS1 last opinion is we can type to people that are online and offline. I say this because if you have to tell a family member, or a friend something important but, you phone is dead or broken you can e-mail them. Or if you have a facebook you can tell them on that. Last you can I.M them. Now that you know three opinion's on what effects computer's have, people can alway's excrise around there house or around there block."	4	4		8																					
294	1	"Dear readers of @ORGANIZATION1, @CAPS1 people today are depating whether having a computer benefits society. Computer benefit society in @CAPS1 way like it could help the childer with thrie school work. Not @CAPS1 childern are very out going but if they had a computer thatn that will really help them. Not @CAPS1 kids have ways to find out what their going to be in live. I'm pretty sure they don't care right now but the computer will help them out. As you can see the computer can help society. Every childern who goes to school has homework since kindergarten to when they end school. The computer can help them with their math homeworks, thier science, and even their sosial studies homework. When your kids get older starting middle school they have to do reports & pajects that recuar knolige tobe able to write or do the paper. If your a and can't take your childern to the libarey to take out @CAPS1 books that could get lost and you would have to pay for something that has been but and is not ablt o use again. But the computer all of that to society. The compter can help the comuncation in so @CAPS1 ways. @CAPS1 kids like to go on @CAPS2 to chat and parents think that @CAPS2 is their world, but it could happen that they are aranging a group to for. Now a days their are a lot more shier people who are scared to @ORGANIZATION1 people and be friend. but now their could be a lot more depress. The computer could also help you because you could be late or unable to go to an apointment or to a meeting & you lot the person in. This is a great way why computers help societey. In sociatey their are not a lot of people who now right away what they want to be when they grow up. If they us the computer and are really good at fixing them when the're broken that the ran be as computer @CAPS3 are so @CAPS1 beautful places that people take pictures of and up loud them into their computer. Some people don't see their talent until someone points it out to them. @CAPS1 people could be have a bad day and write a story out of it and send it to some of their friends, @CAPS4 their friend can send itto a publushers and make this person @CAPS5. As you can see their are so @CAPS1 great ways you can use the computer to help your sociatey. Readers the computer can help you in your school work. The computer can help the socitey communicat. It could also help people find their @CAPS6. I think that the computer does a great @CAPS6 helping the sociatey."	5	5		10																					
295	1	"Dear Newspaper, I strongly believe that technologies for kids and adults to use computers. I strongly believe that people have a bad affection people because you addicted, you spend less time with your family and friends. Finally, you spend less time excercising and doing great opportunities for your self. Clearly, i think that lettng students and adults use computers will take over their mind and make them addicted to the computer. This very bad because when your addicted to something, you can go back. This means you will have time for anything. For example, they micht forget what life is about and what was around for us to live in. Addiction is hard to get over , so don;t live your life in a box and play on nonsens live your life to the fullest. Over all, addiction in everything, including computers and a horrible . Without a doubt, spending too much time on computers will rott your brain and make you lazy. Meaning that the less you excersise, the less active you are. This problem is specially for teens. Teens have computer every week. cell phones, ipods, and many more. Alot of teens get cranky and the become node and neisty to their parents because they are testing to. As people dont excercise and move around alot, cause severe consequences like obesity and cancer. Obesity usually happens when you eating food, but it can also ahppen by not eating and not exercising. People that arent moving become lazy and have no desire to do anything which will an effect . Overall computers cause people to do the excercise and less active which will cause . Lastly, Computers make people spend less and less time with their family, and treat their computer as if the computers are . In everyday life , teens on their cell phones , their computers listening to , music . these electronics are causing. If this goes on alot of teens will loose the people they. Computers are a waste of time because they can make you. because they have affect on people who use computers and other electronics. "	5	5		10																					
296	1	"Dear local newspaper, my name is @PERSON1, & I think that computers are very usefull and that people learn a lot from them. The computer is very smart and is probably the best technology invented. Computers help when you need to know something about a certian person. @CAPS3 example is it helps students with homework. Last reason of why I think computers are useful is that they help you get a hold of family and friends. First example of why I think computers are usefull is they help you if you need facts about a person. One example is you want to go to your a policeman and your leader tells you to meet him at @ORGANIZATION1, so you go there and he tells you the person they are going after but you dont know anything about him and you need a computer to see what he is convicted for and see his criminal record. @CAPS3 example is if your teacher wants you to do a report about"" @PERSON3 lopez,"" but you don't know anything about him so you would use the computer and read about his life. Last example is if you want to learn about your countries history and the leaders behind it then you would use the computer. Second example is students and their homework. One example is when your teacher says ""I want a essay on @PERSON2 and I want it to be neat."" But you have very handwriting and you cant do it on paper you will have to use word or a writing program on @CAPS3 computer. @CAPS3 example is if you forgot to write down your homework in your agenda or something then you can go on the school website and see what your homework is. Last example is if your teacher says find the book about the @CAPS1 and you go to the library but everyone is taken but you have one by tomorrow. So you can go on the computer and find a place that is closest to you that has the book. Last reason of why I think computers are helpfull in this society is because they help you get a hold of your friends & family. One example is if it takes to long to write letters to each other so you run use online messengers for example like ""@CAPS2"" or even ""facebook and myspace."" @CAPS3 example is if you don't send the letter to the write addrees so what you do is go online and ask a friend or family member. Last example is if want to see the person and talk to them so you can go webcam with them and even talk. I hope you agree with my opinion and think computers are usefull an also good for people. It helps people to learn about others and information about them. Second it helps students with school and homework, and lastly because they help you get a hold of family and friends. Therefore, I hope you like my letter and enjoy my opinion."	5	5		10																					
302	1	"Dear @CAPS1 times, @CAPS2 you think computers benefit society? Well I think so! There are countless reasons why computers are both resourceful and helpful. Many citizens in our own community of watertown think computers are a great resource for many things while others disagree with this completely. Computers can benefit society because you can learn many new things on the internet, also you can interact with your friends and family, and lastly there are many applications used for business. On both a computer and the internet there are more than @NUM1 million things you can learn. When you are struggling with homework a computer is a great resource. You can quickly open @CAPS3.com and search any topic at any time. For example, if you did not know a conversion it is easily found on the internet. Another thing you can be taught or informed about is news. There are websites such as nytimes.com and cnn.com that give you daily news. I personally use these websites weekly. On the computer you can find vacation sports you want to learn about and go to. When my family was planning our trip to @ORGANIZATION1 in @LOCATION1 we used the computer constantly. In the end, computers can teach you many things. Secondly you can interact with people on the internet in many ways. These include social networking websites, webchat and email. Social networking websites are a great way to connect to family members and friends from the past. Websites that were created for this include: facebook, myspace, and twitter. These free websites let you add friends, send messages, and post pictures. Web chatting is a way to video people. You can personally see someone from acroos the @ORGANIZATION1 from your webcam. Lastly, emailing is a great way to inform people. You can write a visual letter to one of your friends. In conclusion, the computer is one excellent way to interact. Lastly, the computer is used for business. An application called microsoft office is used in countless bussinesses, microsoft office word, powerpoint, excel and @CAPS4. Each of these are used to plan, sell, present, manage, and write about products. Microsoft is something you should download in the near future. Business also use webchatting, as I previously state, for conference calls. A production company can be face to face with a company from china without being in the room with them. This makes it much easier than to fly half way across the @ORGANIZATION1. Finally, computers are used when manufacturing a product in or at a business. Work sites such as @CAPS5 companies use computers to control their machines. I know that the @ORGANIZATION2 factory uses computers in their factory due to the fact that I watche the show unwrapped about them on @CAPS5 @CAPS6. In the end computers are a necessary item in a business. In conslusion, computers have a great affect on people. The can teach people many new and exciting things they did not know. Also, connect humans with each from half way across the @ORGANIZATION1. Lastly, businesses would not run well without a computer. Computers can benefit society because you can learn many new things on the internet. Also you can interact with your friends and family, and there are many applications used for business. If I were an expert I would have nothing to worry about concerning computers. They are a magnificent thing. @CAPS2 you have the same belief and understanding as me?"	5	5		10																					
303	1	"Dear @CAPS1 @CAPS2, The use of computers does not benefit our society. Instead of spending time with the people we love, like friends and family, our time is knawed up by the one electronical device that many people depend on; the computer. This is not a very good thing to have an electronic device like this in our ever day lives because it uses a lot of electricity, it is expensive to buy and replace, and it allows hackers or other bad people into things we dont want them to see. But using electricity is @CAPS4 the start. By using electricity for this nonsense device, we waste money. We also are doing our part to destroy the environment. Greenhouse gasses and fuel are poisoning the air and being wasted. ""I don't have a computer at my house, and I get along pretty well."" @CAPS3 a local environmentalist. So that's @CAPS4 it; we can get along well without the computers taking over our lives. Along with not being good for the environment, it is also not good for the economy. My dad always @CAPS3 how he doesn't like to waste money, and then he goes and purchase a computer. Not only has this computer crashed once, but twice! A waste of money has been put into buying it, restoring it once, and now restoring it a second time! Plus computers waste our time. I always remember my grandfather saying "",I don't know why you folks waste all your precious time and money on these doo-dads!"" With so many people aquiring new devices, fewer people will be able to keep track of what goes where and who sees it. This is a terribele thing for the people, but a very, very good thing for the bad people. By ""bad people"" I mean internet hackers. As time goes on, and people get less aware of what's happening in their electronic lives, more and more hackers will be able to get what they want; in fact, anything they want. ""@CAPS4 a few months ago, I put a message on the message board on the @CAPS5 website which said I would be on vacation for a week. My address was also posted, because that message was a mobile upload. When I came back from vacation, half the things in my house were gone!"" said a local resident. Burglaries, robberies, and internet access can lead to chaos. Feeble protection is never good. But remember, computers are using massive amounts of electricity, amking many people waste time and money, and allowing bad people into things we don't want them to see. Please understand the meaning how terrible computers are."	5	5		10																					
305	1	"Computers, a very much talked about subject. Did you know that @PERCENT1 of homes in @LOCATION1 own at least one computer. And that goes for about @PERCENT2 in @LOCATION2. Some people don't like that this is true, but on the other hand some people do. I have a computer, it can do so much, for example it can help me with writing, I can play games on it and socialize with social networking sites and ""I.M.'s"", it can even help me order a product form a website like @ORGANIZATION1, @LOCATION3, or @LOCATION4. Like I said, I have a computer and I can use it to help me write. At school in english, I would use my computer to help me with a writing prompt. I also use it to write conclusions for science labs. There are a lot of other kids that do this as well, it really is very helpful. That is only one of the reasons I think computers are beneficial to society. Another reason I think computers are beneficial to society is because you can play games on them, like ""world of warcraft"", ""@CAPS1 @CAPS2 @NUM1"", or classics like ""@CAPS3 @CAPS4 @CAPS5"". There are millions of people that play games on the computer. Also you can socialize with social networking sites, like @CAPS6 and twitter, and also because you can ""I.M."" your friends. I.M. stands for @CAPS7 messaging, and it is kind of like email except it is just about instantaneous, and so you and friend can have a conversation over the computer. Also there is video chatting, where it is kind of like a phone except you can see the person you're talking to and it is over the computer, so it is almost like you and the person you are videochatting with are meeting face to face, but your not. A third reason I feel that computers are beneficial to society is because you can order a product over the internet form shop websites. For example, I got my @CAPS8 from @LOCATION3, and also the bulb for a @CAPS9 in my house is wearing out, so my dad is going to buy a @LOCATION1 bulb on @ORGANIZATION1. It is things like this that make life that much easier for the @CAPS10 @PERSON1, because this way these people don't have to drive to the store to buy something, that is, if they can wait a week or two for the product to arrive. These are the kinds of things that make me feel that computers are beneficial to society. I know they might not be the best reasons, but they are quite important to me. Being able to type essays, play games and socialize, and order products form websites is just amazing. These are some of the reasons that I and others love computers. But I have a question for you, why do you like or dislike computers?"	5	5		10																					
308	1	"I think computers are good because if you need to remember stuff all you have to do is just look at there emeil and they will remember what thay have to do and also it is good if you is lost all you have to do is look at the map quickly. if you need to finish a school project you could do it in the computer looking for the websit of the project, if you need to cheek a websit about enythiny inportent you could just tipe the websit down and it will show up on the computer and if your child don't have nothing to do they could play games in cluding math games, @CAPS1 games, and also thay could look for nock nock jocks."	3	3		6																					
315	1	"Newspaper and Readers, Computers are a very large part of our lives and society. However, there are still people who think that computers do harm. Actually there are many positive effects that computers have on people. Among those effects are ease of communication, ease of gathering information, and ease of find entertainment. Computers have far more positive than negative effects. Computers have made communication easy for people. There are so many different means of communication using the computer, which are all free. For example, instant messaging, @CAPS1-mail video chat, chat rooms, @CAPS2 (and other social networking sites), are all there and help you communicate with friends and family. The positive effect that this has on people is that it allows them to stay in touch with people whom they might not otherwise due to financial or convienency issues. Being social is heathy for people and therefore communication is a positive effect of computers. Information is far easier to aquire when a computer is used. For example, if a kid needed to know about the climate of the @CAPS3 @CAPS4.S for his social studies project, instead of having to get in his moms, drive all the way to the town library, spent time looking for the book, he could just log on to @ORGANIZATION1 and go from there. This is a positive effect on him because it saves him some time and effort. Furthermore much more useful information can be found on the internet as well, such as: flight times, prices, restaraunts, stocks, weather, news, and basically any fact that you need to know. All at these things make having a computer a very positive thing in somebodys life. Computers are a great source of entertainment. In this economy, I know we all could benefit from not having to pay rental fees for movies and big prices for your exams or playstation games. Internet gaming is very amusing and you can find many good games for free. In addition to that, there are websites who offer free movies and television shows to be streamed right to your computer. These things are a great solution to the rising lost of entertainment. Saving money and enjoying good entertainment are both positive effects on people, and both offered by computers. I hope now that readers of this newspaper will now understand how good computers are next time you are for king for a late fee on a libary book or movie, remember that the internet and your computer have offered an alternative."	5	5		10																					
317	1	"Dear @CAPS1, @CAPS2 do people benefit from the use of computers. Some say that using computers rather than exercising and being outside is a bad thing. I personally believe that the use of computer technology is a good thing. Computers teach hand-eye cordination, help people learn, and allow people to communicate with others. The use of computers teach hand-eye cordination and reaction time. Some say that being outside and exercising is better than using a computer but many computer games help hand-eye cordination. Alter playing computer games more and more the time it takes for you to react to the game you are playing and hit the mouse button is very important. These skills could help you in the activities you take part in and every - day life, personally, I play a lot of @CAPS3 @NUM1, a computer gaming system. @CAPS3 has helped ny hand-eye cordination greatly and it has shown in the four sports that I play. Clearly, Computers can be very helpful and can help your hand - eye cordination. Computers can also help people learn in many ways. There is a lot of content on the internet that simply can't be in school. The ability to learn about foreign countries is a big part in learning as a student. I use the internet nearily every night to type my papers and find the information that I need. It has helped one as a student. Also, typing papers on computers is becoming the new @CAPS4 of hand writting. Teachers are beginning to require that school work is typed on a computer and printed. Documents can be saved do that they cannot be lost inlike a hard copy written by hand. Although many believe that using a computer is a waste of time, it can also help you stay organized. Many people have calenders in their computers that send you reminders on your schedule. Your computer is also where your data like music and pictures can be saved. Computers are also very useful for learning and organizational purposes. We can communicate with others using computers. People use computer technology to communicate everyday through @CAPS5, @CAPS6, and I-chat. If I need to know what our homework is or when practic is I use my computer to ask someone for the answer. Before I began communicating with my computer talking to others was much harder to do. Although many disagree with using computer technology, computers are often the way we communicate with foreign countries. When something happens overseas the first way we found out about it is a computer. It is essential for us to use computers to communicate with other nations. Clearly computers are importan for communication purposes, we must continue to use computers for multiple reasons. Although many disagree with the use of computers, there hand - eye, communications, and learning purposes are very important. Without computer technology we would function much differently. It is up to you to continue using computers. "	5	5		10																					
323	1	"Dear @CAPS1, I feel as though computers have good effects on people. Throughout these next paragraphs I will be giving you all of my reasons on the things that computers help people do. I will be talking about how computers give people good typing skills, how they give information to people, and how they allow us to socialize. Over ninety four percent of people today own a computer ad feel as though they have learned many things from it. I bet you didn't know that! First off I will be telling you about how computers help people type. The @CAPS2 on a computer doesn't go alphabetically. This means that you have to practice more to get better in typing. I remember the first time I tried to use the @CAPS2 it difficult but as I tried more I got better. Once I got better I realize where the keys were and soon I don't even have to look up the computer and all of it's parts help people by teaching them skills that they @MONTH1 used in the. These skills @MONTH1 be needed in their job field. Computers are helpful device. The next thing I will be telling you about is how computers have information that is useful to and its where a child is working know a lot about the. It holds information and has website when the internet they. The computer. My final reason why computers have good effect. If you need to talk to a friend but dont feel like calling them you can just go on to a website and chat with them. There are so many that you just can't choose! Did you know what they are over one million of these kinds of websites? There is @CAPS3 @CAPS4 just to name a few. This also gives people the chance to socialize with people from all over the world. This in return causes people to have better social skills. Maybe they will become ore friendly and become more outgoing. This is all because of one little thing and that little things is the computer! So as you can see computers have many wonderful effects on people. They help people get better at typing give lots of information that people want to know and get better social skill cant you just learning and I dont know about not I can get a pretty clear image of that in my mind. Thanks for reading this and taking I say information."	5	5		10																					
328	1	"What I think about computers benifiting our community is great. Tecenology has gone far over the years. The most important is the computer. Most schools have computers. The reason is that benefits society. They are a hudge save in paper. You also learn more thing about place @CAPS1 any thing. These reasons support why we need to have computers. Computers benifits our community by saving paper. It also make our work neater. We can talk to friends and familys. The main reason is that it give computer technians more jobs people need more jobs computer also provide news. say The mayor need to send and iportant message about polluting the water he can do that through email. The main thing today in our society is going green. The only way we can do that is by swiching to computers. We have to chop so many trees down just to get @NUM1 paper to each kid in the grade. Aduts should understand we need to conserve paper. Now I know what your thinking what of we need to print something. My response is that you just could email it to a teach friend or any body else. Kids these day need to learn more about other cultures. We need to know what there econimy. The fastes what we could do that is internet. It is so much faster than looking through thousands of books. All you have to do is type the place you want and boom there it is. There are many benefits to having a computer my final reason is it also give you great hand I cordination. And if you want to be a athe lite than you need lots of it. How the computer gives you hand I coordination is from typeing an moving the mouse. The best way is to play lots of education video games. Whith all the facts and statement I gave you like benifiting community, going green and also learn about other place. Please when you are writing you article before and listen to my facts."	4	4		8																					
329	1	"Dear town @CAPS1 paper, I would have to pick being for computers. There are a couple reasons why I'm for computers and they are being able to talk to friends online, being able to learn stuff, and you can also play video games. One reason that I would be for computers is so you can talk to freinds online. So if you have a facebook or myspace you can talk to your friends all day if you wanted to. What I mean is simply by typing in what you want to say to your friend they will receive those exacte words then they'll reply. For example if you wanted to just say hi then your friend would look at his/hers messages then just reply. So being able to talk to friends online is one example why I for computers. Another reason that I would be all for computers is being able to learn things. So if you wanted to learn a language then you would go to google or something and try to find a fast easy site. What I mean is if you goto google a whole bunch of site's will come up, so what you want to do is find the fastest easyest site for you. So being abe to learn important things like a language is another reason I'm for computers. The last reason for me picking computers is because you can play video games. What I mean is if you were borde and noone to talk to then you can get on your computer and play a mind numbing game or an educational game for class. For example in science class we played a game on the computer and it had to do with gravity and that was what we were learning about so it was an educatinola game. So that is the last reason why I'm for computers. I'm for computer because you can play games. So now you know why I'm all for computers. I am for computers because you can talk to friends online, learn stuff and play video games."	4	4		8																					
332	1	"Imagine a world without computers chaos in war, even the cluter on your desk. The chat you're having with you bestfriend on aim wouldn't happening. The report on @LOCATION1 might not get done because all the books were checked out, in fact we wouldn't have noble or any space program without computers. I know of this happened I wouldn't be happy. Compaines almost relys on technology you can't just send a letter and have @CAPS2 at the office in five minutes. Communication through the computer is very popular. @PERCENT1 of the world use aim or another chat service, in a studie done by a @CAPS1 professor @NUM1 out of every student doesn't talk to family on aim service a quote from the professor said ""@CAPS2 a good thing to stay in touch with their familys as wel as keeping up to date on curent events. @CAPS5 computers are taken away information is gone. Its all lost in some pile of papers. @DATE1 time my computers crashed and I had a report due but all the books were gone. That report was done @DATE1 when they were fixed. Now thanks to the new computer @CAPS3 @PERCENT2 more organized a nasa is running on mars. Nasa runs completely by computers. Look what they have given us today. @PERCENT3 of all household aplienses come from nasas work. A coment from nasa imply @PERSON1 ""@CAPS4 would be no cars or phones without use, their coumputes to."" @CAPS5 thats true are they going to take away cars and phones as well. We need you the people to dicide. The people who made this country what @CAPS2 is to dicide do think we shouldn't have coumpters. I don't and neather should you."	4	4		8																					
338	1	"Dear, local Newspaper @CAPS1 I read the article and I think that you guys are right because in the @DATE1 kids rather stay inside on the computer. @CAPS1 who know's what they do @CAPS1 some kids are on facebook all day some are on @CAPS2 or @CAPS3. Sometimes kids dont even like to go do exercises they stay on the computer eating & eating. I think if their was no technology kids these days wont be beast. Some kids dont even like hanging out with their friends or family they say that they want to stay home on the computer but we should do more, exercises than being on the computer. If were always on the computer we wont learn nothing at school because when were at school kids could be thinking about going home to go on the computer and you wont focused on our education @CAPS1. And what if kids drop out or dont come to school anymore because they to be chatting with their friends or a stranger. What if a girl didn't want to go to school and on her computer. What if she is talking to a stranger computers so kids can just go and do some exersis instead of being on the computer and wont be a beast anymore."	4	4		8																					
345	1	"Dear Local Newspaper, Have you ever thought about all the intresting things you can do on computers such as call people, order groceries, and read books for school. Today it seems like the world is held together by technology and I think computers are at number one. ""@CAPS1 my older sister moved to @CAPS2 it was hard to keep intuch and see eachother, but we found out about @ORGANIZATION1, which is a site where people all over can add people and chat, call, or webcam eachother, so we do that everyday and it's like she never left home."" @PERSON2 says about the internet site @ORGANIZATION1. @CAPS4 sure @PERSON2 and a lot of others love their computers. Studies show that @NUM1 out of @NUM2 people get more done in the day online @PERSON1 says ""everyday my day is shortened because my @CAPS3 because while at work I can order my groceries and have them delivered by four o clock @CAPS1 I arive home from work I can make doctor apt, school apts and schedul meetings all with one touch/click where ever I go, instead of looking on the calander or picking up the phone. @PERCENT1 of couples today say they met online via twitter, facebook, myspace or aol. The internet is great for meeting new people because you @CAPS4 eachother and get to know one another or look at their profile pictures and things. You cand find peolple just like you online and after a while the two of you are friends. I have some of my best friends online through a mutual friend's page and it's a sucessful friendship today. Even schools took education to the web, with all books from a class avalible at home online. Students can even check grades online now and recieve comment from teachers. So now students are pushed to use the web at home and at school. I hope I have opened your mind a little to understand the internet is not all bad, and people spend so much time on them now because everything has moved to the web like school, stores, food, even tv you name it the web has it. Personaly I spend about an hour or two on the web chating, studying, watching tv. After I might go walk or play my @CAPS5 but i'll still conected to the web because the @CAPS5 picks up on wi-fi connections. So I think computers let you open up and connect with others and get other things done on the web. I hope by now you feel the same"	5	5		10																					
349	1	"Dear, whom @MONTH1 concern; Local Newspaper. I belive you are right. Computers can be helpful, let us chat with people but we don?t exercise. Forget about family and most importantly yor health their vision gets bad, they eat more junk foor and that can lead to bad cholersterol. High blood pressure and even diabities. A computer is very addicting people stay up on it for hours. It will give you bad higiens so I think you should really take a look at this and put this on the Newspaper and @CAPS1 @CAPS2 residents I know it could be very fun and ejoyable but it would be all fun and games until your very sick you @MONTH1 take this as but this is highly serious in many ways. Not being with the people you love not doing any activities you people need to get off that computer and do more in your life for. A computer is like a drug but do it for your family and listen to my point of view so I think all computers should be banned for at least one week to look up on work or school and maybe even your health. This @MONTH1 seem like were overacting on this but we really arent. Do you want population on people having diabetis and other causing affects that can happen to your body increase. Well I think not how would that make you feel. Not good al all so people get of your feet and jogg. Do whateverenjoy time with your family. So just listen to me and stop this badd habbit."	4	4		8																					
350	1	"Dear local newspaper, @CAPS1 you imagine a world without computers? Well I @CAPS1't because I think computers are great. First of all if you have a computer you @CAPS1 meet new people. Second you @CAPS1 do projects on them or homework if you need to. Lastly in a computer you @CAPS1 basically find out anything you want to know. Read ahead and discover why I think computers are great. Who doesn't like meeting new people, because I do. If you wanted to get new friends or find anyone who go to your school and you might not now you @CAPS1 look them up on your computer. Also if you had nobody to talk to one time you @CAPS1 go on the computer and try to meet new people. I know I do that all the time. Lastly it doesn't hurt anymore to make friends or talk to people online. it's actually fun once you try it. So that's why I think one reason that computers are great is because of the people you meet. Second reason why computers are great is because if you have to print something or make a project a computer @CAPS1 help. My science teacher always wants assignments printed and how @CAPS1 I do that with out a computer. Also if one day you forgot your homwork or any assignments just ask a friend online of if you have a school website look on it. Therefore computers are great because all assignments look ,better when they are printed. My last reason is because on a computer you @CAPS1 pretty much look for anything. For example, say you wanted to find a place to go to and you didn't have a adress or anything, you @CAPS1 always check on the computer. Also if their is a problem or something with you house, car, bills, or anything you @CAPS1 always see if you @CAPS1 get any hekp on internet. Lastly if you wanted to buy anything and you could't find it any stare you @CAPS1 just get it online. So basically like I said you @CAPS1 do anything. In conclusion I think omputers have a great effect on life. First you @CAPS1 meet how people or friends. Second you @CAPS1 do projects or homework. Lastly you @CAPS1 basically do anything on a computer. So that's why I think computers are great and they @CAPS1 help alot in life instead of hurting anyone."	4	4		8																					
359	1	"Being active has no limit, but technology does."	1	1		2																					
361	1	"Computers have a very positive effect on people. Computers help people in many ways. They teach people about history and faraway places. They also are a great way to yourself. Computers also are another way to comunicate to people for away it only a few houses down. Computers have a of knowledge and more is added everyday. Everyday i go on the computer i learn something new. You can search the word @LOCATION1 and instantly have millions of web pages in fron of you that all had new knowlage and exciting things about @LOCATION1. Computers are much faster than having to go down to local library and look for a book that has the information you need. You can also find diffrerent veiws and perspectives of a subject online. Depending on what website you go to you can get opinions on certain places and events, which you cannot find books at the library. Computers have a amount of knowledge instantly and also some opinions of things. Computers can also entertain you. There are many entertaining website online that you can go to when you bored. There are books and magazines you can read at anytime you want. If you like to read then check online, these @MONTH1 be a book you enjoy free of charge to read. Some people like to play games. On the computer you can find almost any game you want to play. These are board games, video games, strategy game, adventure games, and many many more than that. I could go on for hours listing at the different types. If you like sports you can look on the internet and find pages about different sports. You could find ways to improve how you play or you to play that sport. If you like to watch @CAPS1. you can also do that on a computer. Some @CAPS2.V programs put the diffrent episodes online so people can easily view them just by one click of the mouse. Computer can anybody who uses it. Computers help tech you things entertain you. but they also can communicate to your friends and family. Many programs let you to people through the internet. You could send emails to your cousin half way across the world. In emails you can attach pictures and files with text to communicate. These are various programs. IM means instant messaging, that means that instantly you message to another person using that program. You put a message in and away it goes instantly reaching ther person you trying to teach. Now thse are even more to communicate. you can make audio calls to a person using the computer. It is like a phone just not.Web cams make it possible to record and send video instantly, but can also uses to talk to one through a video call. The program connects you to your friends or family and you can see them thourhg a video. computers are a great way to comunicate with others. Computers help in a positive way. They give you access to an amazing amount of information. They can you. Computers also great way to communicate to people no matter how far away that person is. I would completly say that computers are a positive thing."	5	5		10																					
