	char_count	word_count	sentence_count	avg_sentence_len	spelling_errors	long_word	exc_count	que_count	comma_count	stopwords_num	sat_num	unigram	bigrams	trigrams	noun_count	adj_count	adv_count	verb_count	fw_count	neg_sentiment	neu_sentiment	pos_sentiment	syllable_count	flesch_reading_ease	smog_index	flesch_kincaid_grade	coleman_liau_index	automated_readability_index	dale_chall_readability_score	difficult_words	linsear_write_formula	gunning_fog
357	994.0	209.0	11.0	19.0	11	32	0	2	6	86	2	116	187	198	50	10	13	37	37	0.639	9.017000000000001	1.3459999999999996	252	71.75	10.6	7.3	7.77	8.1	6.56	24	7.857142857142858	9.0
358	2987.0	598.0	44.0	13.590909090909092	28	98	0	0	8	235	10	228	499	571	138	38	32	101	101	0.23199999999999998	36.406000000000006	7.3629999999999995	748	74.69	10.1	6.2	7.76	6.7	5.71	48	6.333333333333333	6.81
359	2706.0	571.0	28.0	20.392857142857142	33	84	2	1	42	223	5	226	463	533	133	54	29	93	93	0.736	24.399999999999995	2.863	707	59.23	12.2	10.1	9.05	11.2	6.6	58	13.0	10.46
360	1413.0	283.0	10.0	28.3	12	45	1	0	10	117	3	162	264	277	66	23	18	49	49	0.243	8.242	1.516	354	61.8	11.8	11.1	8.07	12.4	6.68	29	12.2	12.01
361	3586.0	693.0	32.0	21.65625	22	161	8	0	53	269	16	264	566	645	157	52	46	118	118	0.432	27.867	3.701	933	52.09	13.4	10.7	11.08	12.0	6.8	83	11.833333333333334	10.41
362	2474.0	503.0	28.0	17.964285714285715	35	90	2	2	16	176	15	241	452	488	132	34	28	84	84	2.7689999999999997	22.821999999999992	2.4090000000000003	613	71.75	11.5	7.3	9.22	9.4	6.89	66	8.285714285714286	9.37
363	1978.0	441.0	24.0	18.375	23	48	0	0	16	179	1	199	378	415	104	21	31	88	88	0.972	20.578000000000003	2.45	477	81.53	8.3	5.6	6.55	7.1	5.86	34	8.833333333333334	6.7
364	255.0	47.0	2.0	23.5	2	11	0	0	3	17	3	38	45	45	16	2	2	6	6	0.0	1.5739999999999998	0.42600000000000005	72	34.26	0.0	13.5	13.05	14.0	8.58	10	15.0	16.0
365	1806.0	361.0	21.0	17.19047619047619	16	62	0	0	18	122	2	164	292	324	94	22	28	76	76	1.3920000000000001	17.713	1.8960000000000001	425	71.95	10.9	7.2	9.74	9.7	6.19	34	7.428571428571429	8.43
366	1370.0	287.0	18.0	15.944444444444445	9	43	1	3	15	98	2	148	254	274	67	16	22	48	48	0.413	16.485	1.102	335	72.46	10.2	7.1	8.87	9.1	6.49	31	7.428571428571429	7.97
367	3507.0	711.0	33.0	21.545454545454547	34	136	4	2	36	268	12	304	618	683	188	52	27	109	109	1.268	28.560000000000006	3.1709999999999994	885	60.14	11.7	9.7	9.46	10.9	7.03	93	8.714285714285714	9.91
368	1758.0	380.0	24.0	15.833333333333334	20	50	0	4	23	147	2	162	301	344	78	16	23	74	74	0.5650000000000001	20.669	2.7660000000000005	431	74.9	9.1	6.1	6.89	6.5	6.03	35	6.5	6.45
369	2660.0	548.0	33.0	16.606060606060606	20	100	4	3	22	187	9	212	417	478	149	45	34	100	100	0.46199999999999997	26.052999999999997	6.484	674	62.17	11.4	8.9	9.34	10.2	6.24	50	10.833333333333334	8.59
370	1593.0	325.0	19.0	17.105263157894736	23	60	1	0	16	120	2	161	286	312	78	17	10	68	68	1.447	15.517999999999999	2.035	401	64.61	10.9	8.0	9.27	9.1	7.12	47	13.4	8.4
371	2137.0	427.0	9.0	47.44444444444444	22	76	0	0	6	212	8	208	391	420	90	23	21	91	91	0.877	7.677	0.446	557	42.72	14.6	18.5	8.08	21.2	7.86	51	19.0	19.38
372	734.0	165.0	5.0	33.0	14	15	0	0	0	87	2	67	121	143	36	10	6	36	36	0.309	4.498	0.193	198	73.04	9.4	11.0	4.08	11.5	2.27	7	17.666666666666668	12.97
373	255.0	51.0	3.0	17.0	3	10	0	0	0	14	4	41	50	49	19	6	0	11	11	0.0	2.714	0.286	73	41.7	0.0	12.7	11.02	13.1	10.32	15	14.5	16.02
374	2657.0	530.0	30.0	17.666666666666668	41	104	4	5	19	194	8	253	483	520	137	31	28	97	97	2.463	25.202	2.335	671	62.17	11.7	8.9	9.51	10.1	7.0	72	9.0	9.81
375	2502.0	533.0	31.0	17.193548387096776	20	79	0	4	25	211	10	223	439	481	111	27	22	100	100	1.124	25.726	4.149	642	73.07	10.2	6.8	6.55	6.6	6.14	52	10.5	7.84
376	2464.0	516.0	28.0	18.428571428571427	14	70	0	0	14	231	12	211	436	488	109	33	20	87	87	0.152	23.635000000000005	4.2139999999999995	641	71.55	10.6	7.4	6.73	7.1	5.82	40	7.7142857142857135	8.36
377	255.0	52.0	4.0	13.0	3	8	1	0	2	21	3	48	51	50	13	6	1	8	8	0.15	3.487	0.363	61	85.18	8.1	4.2	7.23	5.8	6.27	6	5.5	6.34
378	2593.0	549.0	36.0	15.25	31	83	0	1	14	203	7	227	456	520	136	50	37	85	85	1.844	30.889	3.2660000000000005	664	74.39	10.2	6.3	7.36	6.8	6.1	53	7.857142857142858	7.48
379	1369.0	283.0	21.0	13.476190476190476	15	43	1	3	10	89	4	141	246	268	66	15	13	55	55	1.077	17.232	2.6910000000000003	337	76.52	8.8	5.5	7.23	6.0	6.09	29	6.625	5.99
380	2754.0	561.0	30.0	18.7	28	95	0	2	14	218	4	232	462	522	113	30	19	117	117	0.276	25.514000000000003	4.211	712	62.17	11.1	8.9	8.41	9.1	6.28	55	8.0	8.64
381	1354.0	289.0	15.0	19.266666666666666	18	32	1	1	10	119	2	138	242	271	68	22	14	51	51	0.275	12.35	2.375	327	80.11	9.4	6.2	7.42	8.0	6.05	25	7.142857142857142	8.06
382	3721.0	714.0	37.0	19.2972972972973	20	149	0	0	18	252	10	296	603	682	221	59	21	107	107	0.5369999999999999	32.154	4.3100000000000005	951	59.03	12.7	10.1	10.97	12.5	7.01	92	16.75	11.09
383	2267.0	495.0	24.0	20.625	20	69	0	3	18	227	17	190	386	435	103	32	17	87	87	0.503	21.872	1.6250000000000002	565	77.37	8.8	7.2	5.98	7.7	5.66	30	12.0	8.77
384	1832.0	357.0	19.0	18.789473684210527	12	73	0	3	16	134	18	187	323	339	89	31	27	63	63	3.455	13.992999999999999	1.5520000000000003	482	63.09	12.0	8.6	9.63	9.6	6.87	48	11.0	10.07
385	1462.0	304.0	18.0	16.88888888888889	17	39	0	0	6	129	1	164	279	300	71	16	11	55	55	0.6659999999999999	15.744	1.59	363	81.43	10.1	5.7	6.72	6.7	5.78	24	8.142857142857142	7.4
386	1726.0	341.0	20.0	17.05	24	60	0	0	13	129	5	172	303	329	65	30	37	55	55	0.091	17.881999999999998	2.027	429	72.26	10.4	7.1	8.93	8.7	6.31	36	5.666666666666667	8.21
387	2251.0	472.0	22.0	21.454545454545453	29	59	0	0	19	189	10	180	381	445	90	29	36	89	89	0.5189999999999999	16.726	4.754999999999999	555	77.47	10.8	7.2	7.31	8.7	5.67	29	15.75	9.16
388	2897.0	601.0	33.0	18.21212121212121	31	87	10	3	18	258	8	250	521	576	124	45	45	109	109	0.313	28.32	4.367	747	71.55	10.9	7.4	7.42	7.8	6.06	54	12.4	8.44
389	2108.0	419.0	28.0	14.964285714285714	23	61	0	0	2	157	3	157	326	379	89	28	23	83	83	0.64	23.801999999999996	3.558	532	74.59	10.3	6.2	7.88	6.8	5.35	25	6.5	6.38
390	255.0	49.0	4.0	12.25	2	12	0	1	1	16	3	40	48	47	14	4	2	11	11	0.524	3.387	0.089	72	44.1	11.7	9.7	10.53	8.4	8.0	10	6.375	9.97
391	843.0	181.0	13.0	13.923076923076923	8	19	0	0	4	87	1	82	135	151	33	14	6	32	32	0.0	11.384	1.6159999999999999	194	92.53	7.3	3.5	5.26	4.4	5.32	11	4.888888888888889	6.02
392	860.0	190.0	10.0	19.0	15	23	1	0	3	76	0	117	172	181	41	10	12	32	32	0.093	8.504	1.403	218	77.77	10.0	7.1	5.69	7.2	6.06	16	8.833333333333334	9.18
393	1876.0	389.0	13.0	29.923076923076923	32	50	0	0	9	170	1	150	311	353	97	23	28	57	57	0.5249999999999999	11.008000000000001	1.468	472	67.01	12.3	11.2	7.73	13.6	6.12	23	15.0	13.01
394	3063.0	629.0	36.0	17.47222222222222	48	100	0	4	18	253	8	299	576	617	122	52	43	121	121	2.7640000000000002	29.22500000000001	4.011	774	71.44	10.2	7.4	8.06	8.4	7.02	89	11.0	9.59
395	2390.0	473.0	20.0	23.65	21	82	5	3	26	194	11	251	450	469	100	37	20	85	85	1.4769999999999999	16.064	2.4579999999999997	591	66.17	11.1	9.5	9.46	11.9	7.08	62	10.5	11.45
396	2305.0	464.0	20.0	23.2	13	78	0	0	14	188	10	210	410	449	110	29	28	84	84	0.6379999999999999	18.042	1.32	588	66.98	11.0	9.2	8.07	10.1	6.37	45	10.166666666666666	10.25
397	1995.0	401.0	22.0	18.227272727272727	14	69	1	0	18	149	7	193	354	384	99	33	26	68	68	0.155	18.418	3.4270000000000005	523	59.13	12.3	10.1	9.28	11.1	6.65	44	13.2	10.84
398	843.0	168.0	8.0	21.0	21	19	0	0	1	68	0	98	155	162	41	9	8	33	33	0.564	6.647	0.789	200	76.76	8.8	7.5	7.54	8.9	6.02	14	11.0	8.93
399	1644.0	322.0	21.0	15.333333333333334	23	58	0	3	4	112	2	152	272	301	95	14	17	57	57	0.0	16.274	4.726	419	73.68	10.4	6.6	8.69	7.9	6.43	38	7.0	7.88
400	2605.0	524.0	32.0	16.375	30	78	0	0	6	209	14	181	385	451	118	30	23	102	102	0.295	28.610000000000003	3.095	669	72.66	10.2	7.0	7.48	7.1	5.29	27	6.444444444444445	7.11
401	2005.0	434.0	19.0	22.842105263157894	22	56	6	3	21	176	6	212	389	423	100	18	21	74	74	0.756	16.238	2.006	499	76.76	9.4	7.5	6.85	8.8	6.21	38	7.571428571428571	8.77
402	255.0	51.0	3.0	17.0	0	12	0	0	3	14	2	36	48	49	21	4	1	5	5	0.0	2.511	0.489	69	49.52	13.0	9.7	11.59	10.7	9.43	13	8.666666666666666	13.32
403	2424.0	450.0	13.0	34.61538461538461	37	99	0	2	1	206	2	187	382	427	109	27	51	101	101	0.743	10.534000000000002	1.723	611	55.1	13.3	13.7	10.05	17.0	6.78	41	15.0	14.06
404	2001.0	418.0	29.0	14.413793103448276	20	54	1	4	8	174	14	157	340	386	86	27	23	85	85	0.432	24.572	3.996	510	75.3	9.8	6.0	6.25	5.5	5.46	28	7.25	6.44
405	1787.0	338.0	16.0	21.125	15	68	1	0	8	137	4	145	287	319	84	16	23	55	55	1.071	13.680000000000001	1.249	448	60.55	11.1	9.6	10.27	11.0	6.24	32	14.5	8.69
406	1993.0	396.0	16.0	24.75	8	69	0	0	7	126	7	129	258	314	129	24	10	78	78	0.0	13.296000000000001	2.7039999999999997	539	44.58	14.1	13.6	9.93	14.4	6.47	33	10.666666666666666	12.11
407	1731.0	363.0	16.0	22.6875	18	43	1	0	12	162	2	180	332	350	83	25	20	63	63	2.1590000000000003	12.226999999999997	1.6150000000000002	426	74.63	9.7	8.3	6.85	9.6	5.83	23	11.6	9.49
408	2988.0	589.0	30.0	19.633333333333333	14	122	0	9	29	217	8	261	482	538	149	57	40	91	91	2.871	26.194000000000003	0.936	757	61.87	11.8	9.1	10.44	11.0	7.12	82	7.25	9.93
409	2544.0	507.0	33.0	15.363636363636363	26	75	1	0	15	168	6	208	411	463	126	24	28	86	86	0.71	26.898999999999994	5.391	628	74.69	9.8	6.2	8.63	7.5	6.36	58	7.428571428571429	7.1
410	2181.0	482.0	24.0	20.083333333333332	27	66	7	0	34	176	9	204	417	463	124	34	26	72	72	0.272	18.768	3.9599999999999995	534	68.5	10.4	8.6	7.78	9.9	6.5	47	13.0	9.88
411	1818.0	381.0	23.0	16.565217391304348	12	52	0	1	6	162	2	152	293	337	79	21	22	76	76	2.5439999999999996	17.678	2.779	460	81.53	9.4	5.6	6.14	6.1	5.48	24	7.571428571428571	7.08
412	1803.0	380.0	25.0	15.2	14	51	0	0	11	173	4	160	306	339	73	15	23	76	76	1.5739999999999998	21.34	2.085	441	83.05	9.3	5.1	6.43	5.7	5.8	32	6.25	6.73
413	873.0	189.0	14.0	13.5	12	26	0	0	3	78	5	101	160	176	30	16	14	35	35	0.5349999999999999	11.739999999999998	1.7249999999999999	211	84.78	8.6	4.4	5.79	4.6	5.46	13	7.2857142857142865	5.96
414	1348.0	281.0	10.0	28.1	19	39	0	0	7	120	5	135	257	274	70	13	14	51	51	0.028	8.831000000000001	1.141	341	70.87	10.8	9.7	7.2	11.5	6.51	26	14.25	11.18
415	3686.0	694.0	34.0	20.41176470588235	21	161	2	0	24	259	14	266	567	652	205	49	18	117	117	0.35600000000000004	30.549999999999997	3.0940000000000003	958	50.57	13.5	11.3	11.78	13.3	6.78	80	14.4	10.79
416	1169.0	245.0	20.0	12.25	10	26	0	0	5	92	5	100	177	210	54	20	4	48	48	0.0	18.522000000000002	1.4780000000000002	275	85.79	7.4	4.0	6.07	4.6	5.19	14	4.4	4.73
417	1460.0	303.0	18.0	16.833333333333332	21	50	2	2	16	109	3	147	265	292	79	19	11	51	51	0.042	13.803	3.154	360	72.05	10.0	7.2	8.52	8.6	6.59	35	7.0	8.62
418	1128.0	236.0	11.0	21.454545454545453	8	35	0	0	10	107	5	111	208	226	43	16	20	39	39	0.317	9.392999999999999	1.2900000000000003	285	77.27	11.6	7.3	7.14	8.6	6.16	21	10.666666666666666	9.61
419	1662.0	351.0	12.0	29.25	18	34	0	0	1	166	1	162	309	342	55	16	24	89	89	1.387	9.56	1.053	415	68.74	10.5	10.6	5.93	11.3	6.29	27	8.666666666666666	12.53
420	2747.0	550.0	29.0	18.96551724137931	36	90	0	0	9	229	13	204	432	495	131	35	27	102	102	0.5409999999999999	23.477000000000004	4.9830000000000005	693	70.73	10.9	7.7	7.6	8.2	5.93	46	8.285714285714286	8.22
421	2735.0	579.0	31.0	18.677419354838708	25	88	6	2	36	189	7	232	480	550	168	36	33	94	94	0.413	24.914	5.672999999999998	695	62.48	11.1	8.8	9.34	10.2	6.74	66	8.142857142857142	9.12
422	2492.0	539.0	24.0	22.458333333333332	24	61	0	1	27	242	1	195	427	497	94	39	39	98	98	0.804	20.223999999999997	2.9719999999999995	610	77.16	9.9	7.3	7.02	8.8	5.89	38	11.6	8.96
423	2454.0	499.0	22.0	22.681818181818183	14	84	0	2	24	177	3	212	408	449	120	40	21	87	87	0.256	19.572999999999997	2.171	620	68.1	11.4	8.7	8.59	10.2	6.46	51	13.0	9.91
424	2929.0	604.0	37.0	16.324324324324323	32	118	9	2	39	229	13	260	507	571	127	41	48	108	108	2.436	32.704	1.8599999999999999	754	65.73	11.0	7.6	8.92	8.3	6.69	75	7.5	8.22
425	1858.0	384.0	11.0	34.90909090909091	14	59	0	1	16	162	6	155	317	356	106	16	26	59	59	0.386	9.089	1.526	476	43.09	13.4	16.3	9.47	18.8	6.79	28	28.0	15.38
426	255.0	49.0	5.0	9.8	2	11	0	0	1	16	3	39	48	47	15	6	2	5	5	0.0	4.334	0.6659999999999999	67	63.15	9.4	6.5	9.94	7.4	7.12	8	4.3	6.21
427	2978.0	665.0	43.0	15.465116279069768	31	72	3	2	23	257	18	248	533	606	156	41	45	114	114	0.602	34.619	7.78	735	82.85	8.6	5.1	5.85	5.5	5.55	44	5.888888888888889	6.23
428	2808.0	550.0	29.0	18.96551724137931	27	112	8	1	20	214	7	234	461	516	127	39	27	103	103	2.108	24.675000000000004	2.217	702	61.77	10.7	9.1	9.51	10.2	6.85	71	12.0	9.15
429	1647.0	351.0	26.0	13.5	26	58	0	1	14	122	5	168	314	338	98	24	23	47	47	1.559	21.674999999999997	2.7670000000000003	415	69.28	9.2	6.2	7.69	6.4	6.55	43	5.888888888888889	6.17
430	2655.0	540.0	35.0	15.428571428571429	28	69	1	0	7	207	6	245	488	533	136	30	36	105	105	1.908	29.86299999999999	3.228	662	73.78	8.7	6.5	8.0	7.4	5.82	44	5.0	7.28
431	1725.0	363.0	12.0	30.25	33	34	0	0	2	179	3	168	339	360	55	18	26	85	85	0.35600000000000004	10.532	1.112	422	76.39	9.9	9.7	6.16	11.9	6.02	21	11.2	12.22
432	3238.0	682.0	32.0	21.3125	43	77	0	0	23	293	8	297	602	664	134	44	54	124	124	0.35300000000000004	27.072000000000003	4.574000000000001	779	76.56	9.4	7.6	6.67	8.5	6.11	58	8.5	9.36
433	2259.0	454.0	24.0	18.916666666666668	23	84	0	0	18	162	9	196	383	425	113	39	23	73	73	0.5	20.173	3.327	588	61.87	11.7	9.1	9.1	9.9	6.45	48	11.0	9.36
434	255.0	50.0	4.0	12.5	3	9	0	0	3	17	1	37	47	47	13	6	6	7	7	0.374	3.626	0.0	67	60.82	10.1	7.4	9.66	7.8	7.16	8	5.75	8.01
435	1743.0	352.0	25.0	14.08	25	59	1	1	11	143	5	140	289	325	80	15	27	75	75	1.2020000000000002	21.766	2.032	446	67.04	10.3	7.1	8.28	7.2	5.66	27	5.4	6.26
436	2392.0	468.0	16.0	29.25	27	74	0	1	5	233	1	191	391	440	96	31	26	100	100	0.925	14.473999999999998	0.602	586	68.84	11.6	10.5	8.3	13.2	6.33	37	20.333333333333332	12.22
437	1614.0	340.0	17.0	20.0	12	50	0	0	4	155	3	127	242	272	65	19	25	66	66	2.152	13.570999999999998	1.277	414	78.38	9.6	6.8	6.38	7.6	5.77	24	8.333333333333334	8.06
438	2331.0	472.0	25.0	18.88	24	78	0	0	20	188	4	193	389	441	113	32	26	97	97	2.9710000000000005	21.254	0.7750000000000001	599	62.38	12.1	8.9	9.39	10.0	6.47	50	8.428571428571429	9.53
439	2354.0	475.0	24.0	19.791666666666668	24	104	0	0	22	174	2	171	335	401	125	27	12	81	81	0.41000000000000003	19.154	4.437000000000001	611	59.23	12.6	10.1	9.4	11.2	6.54	49	8.142857142857142	10.22
440	1557.0	315.0	8.0	39.375	12	53	0	0	6	127	9	136	253	292	89	22	7	60	60	0.07	6.8740000000000006	1.0559999999999998	407	40.18	15.5	19.5	8.9	23.4	7.49	27	20.666666666666668	20.54
441	2066.0	424.0	19.0	22.31578947368421	17	78	0	3	19	121	4	192	361	406	157	27	9	62	62	0.136	15.041	3.822	523	33.82	15.5	17.8	11.85	21.6	8.74	69	21.666666666666668	17.71
442	1237.0	268.0	12.0	22.333333333333332	9	41	0	0	8	120	3	97	183	206	62	8	9	43	43	0.0	10.296999999999999	1.7029999999999998	316	76.76	9.7	7.5	6.38	8.3	5.62	15	14.25	8.6
443	2747.0	541.0	27.0	20.037037037037038	34	109	1	7	16	190	12	228	455	511	174	36	17	94	94	2.9890000000000003	21.877000000000002	2.1330000000000005	711	47.22	13.5	12.6	11.15	14.3	7.11	66	8.833333333333334	12.2
444	3008.0	630.0	36.0	17.5	25	104	4	3	30	198	10	266	522	594	174	38	35	109	109	1.7650000000000001	30.978000000000005	3.2569999999999997	755	64.1	10.6	8.2	9.22	9.2	6.59	71	8.142857142857142	8.26
445	2413.0	493.0	22.0	22.40909090909091	28	80	0	0	22	183	8	230	439	476	139	41	26	71	71	0.683	19.599	1.7190000000000003	585	63.43	11.0	10.5	9.58	13.3	7.61	73	9.0	11.75
446	123.0	24.0	1.0	24.0	0	2	0	0	0	9	0	21	23	22	7	2	0	5	5	0.0	0.676	0.324	27	81.97	0.0	7.5	8.25	10.7	1.83	1	12.5	10.94
447	1492.0	310.0	17.0	18.235294117647058	12	45	1	0	6	144	4	130	250	285	57	22	14	64	64	1.288	13.694	2.018	372	79.9	9.6	6.3	6.61	7.0	5.52	19	11.6	7.67
448	1986.0	437.0	25.0	17.48	19	54	0	1	12	190	4	171	337	401	77	25	28	71	71	0.0	22.628999999999998	2.371	503	73.37	9.7	6.7	6.43	6.6	5.87	35	11.8	7.55
449	1114.0	224.0	11.0	20.363636363636363	9	35	2	0	9	97	1	91	177	207	53	20	8	40	40	0.052	7.624	2.3240000000000003	280	67.79	12.0	8.8	8.18	9.9	5.73	14	6.5	9.5
450	2395.0	474.0	34.0	13.941176470588236	15	83	0	0	10	180	4	179	376	432	124	36	30	87	87	2.613	27.529000000000007	3.8579999999999997	624	65.93	11.1	7.5	9.1	8.1	5.89	41	7.375	6.97
451	2410.0	511.0	27.0	18.925925925925927	22	64	0	0	5	232	3	205	448	490	96	31	37	102	102	2.913	20.681	3.404	586	77.27	9.0	7.3	6.44	8.0	5.61	30	8.5	8.5
452	468.0	93.0	3.0	31.0	13	15	0	0	0	49	0	58	86	90	19	5	6	20	20	0.173	2.725	0.102	119	66.41	8.8	11.5	7.5	13.4	7.76	15	16.0	12.44
453	1879.0	390.0	14.0	27.857142857142858	19	43	0	0	8	150	0	155	342	380	101	18	30	74	74	0.9959999999999999	11.426	1.5779999999999998	448	67.62	10.5	11.0	8.25	13.9	6.34	28	18.0	12.21
454	2824.0	550.0	31.0	17.741935483870968	19	110	0	2	12	216	17	242	494	540	139	45	30	87	87	0.189	26.796000000000003	4.015	723	63.9	11.6	8.3	9.39	9.0	6.62	68	8.714285714285714	9.1
455	1568.0	319.0	15.0	21.266666666666666	17	52	0	1	22	120	5	149	275	301	67	23	19	45	45	1.7009999999999998	12.532000000000002	0.7659999999999999	381	68.5	11.5	8.6	9.11	10.6	6.62	35	11.6	10.89
456	1538.0	334.0	13.0	25.692307692307693	15	40	1	0	14	132	4	171	303	326	80	17	14	53	53	0.6260000000000001	11.448	0.925	389	72.29	11.5	9.2	7.09	10.9	6.52	31	10.5	11.47
457	2618.0	550.0	34.0	16.176470588235293	24	81	4	3	21	211	7	233	474	534	151	27	25	87	87	0.6719999999999999	29.298	4.03	669	73.17	10.9	6.8	7.88	7.8	6.07	50	10.166666666666666	7.97
458	1866.0	409.0	31.0	13.193548387096774	16	57	0	1	17	163	4	172	354	393	85	29	26	62	62	0.193	26.049999999999997	4.757	481	76.72	9.6	5.4	5.95	5.1	5.8	35	6.75	6.33
459	1922.0	400.0	18.0	22.22222222222222	9	59	1	0	13	165	8	195	356	385	80	40	29	69	69	0.089	13.985000000000001	3.9260000000000006	486	68.3	11.4	8.7	7.43	9.2	6.61	45	12.6	10.38
460	2413.0	485.0	29.0	16.724137931034484	37	81	0	0	8	191	6	230	432	470	109	33	28	92	92	0.9420000000000001	23.415000000000003	4.643	614	73.37	11.1	6.7	8.11	7.7	6.32	53	6.222222222222222	8.34
461	1402.0	292.0	15.0	19.466666666666665	10	30	0	0	3	121	2	119	237	265	76	16	9	58	58	0.476	12.932	1.592	361	69.11	10.8	8.3	6.91	8.2	5.71	19	9.0	8.8
462	1718.0	365.0	24.0	15.208333333333334	22	61	9	6	24	121	10	185	337	359	88	20	18	60	60	0.08	20.548	3.372	426	75.61	10.2	5.8	7.82	6.9	5.88	31	5.7	6.76
463	1839.0	370.0	19.0	19.473684210526315	12	54	0	2	5	149	5	183	333	359	101	26	15	63	63	0.474	13.953000000000001	4.5729999999999995	449	78.99	9.5	6.6	7.89	8.6	6.21	36	12.0	8.48
464	1915.0	359.0	21.0	17.095238095238095	19	86	0	0	13	141	10	168	304	329	91	25	16	57	57	0.102	18.618000000000002	2.2800000000000002	493	64.51	11.5	8.0	10.32	9.6	7.01	53	5.777777777777778	8.58
465	1056.0	219.0	9.0	24.333333333333332	8	42	0	0	7	91	4	121	197	211	61	15	6	29	29	0.0	8.367	0.633	264	61.29	12.5	11.3	9.0	13.8	7.24	27	19.666666666666668	12.39
466	2196.0	427.0	23.0	18.565217391304348	34	80	2	0	20	156	5	217	397	415	114	47	18	62	62	4.702	16.337	1.961	541	60.04	11.3	9.8	10.21	11.4	7.28	63	11.8	9.98
467	1953.0	417.0	19.0	21.94736842105263	19	63	1	0	15	143	4	183	346	389	108	34	11	73	73	0.258	16.447	2.295	493	57.0	12.7	10.9	9.35	12.3	6.57	39	12.6	10.69
468	1478.0	294.0	27.0	10.88888888888889	11	48	0	0	0	105	7	130	238	274	64	20	16	57	57	0.278	21.230000000000004	5.492999999999999	377	70.19	9.3	5.9	7.69	5.5	5.7	26	4.25	5.85
469	255.0	49.0	2.0	24.5	3	12	0	0	4	18	4	35	44	45	18	3	0	6	6	0.0	1.451	0.5489999999999999	71	41.7	0.0	12.7	11.31	13.1	9.94	14	14.5	15.07
470	1383.0	301.0	16.0	18.8125	18	20	0	0	0	140	2	137	267	292	59	14	14	62	62	0.6060000000000001	11.909999999999998	3.4860000000000007	346	87.65	7.4	5.4	5.04	6.0	5.58	19	7.5	7.39
471	652.0	146.0	11.0	13.272727272727273	12	15	0	1	0	66	1	75	135	143	31	3	5	28	28	0.048	9.654	1.298	164	82.44	10.0	5.3	5.1	5.0	5.33	8	8.833333333333334	7.24
472	255.0	50.0	3.0	16.666666666666668	2	12	0	0	2	19	2	35	49	48	18	3	2	9	9	0.0	3.0	0.0	67	50.67	0.0	11.3	11.84	13.5	8.89	11	14.75	16.0
473	1886.0	393.0	20.0	19.65	33	48	0	0	6	169	3	167	330	369	97	21	18	78	78	0.7439999999999999	17.142	2.114	465	77.47	9.9	7.2	6.62	7.9	6.07	34	8.833333333333334	8.52
474	1061.0	215.0	10.0	21.5	15	44	0	0	10	83	1	105	186	206	51	13	12	43	43	0.28500000000000003	8.874999999999998	0.84	270	61.67	11.6	9.1	9.74	10.6	7.07	29	10.333333333333334	9.87
475	2135.0	435.0	22.0	19.772727272727273	20	64	0	3	24	170	4	179	371	411	98	33	31	71	71	1.23	19.793	0.976	516	69.41	10.5	8.2	9.11	10.1	6.17	38	10.5	8.98
476	2618.0	548.0	34.0	16.11764705882353	29	89	1	0	33	203	6	238	473	527	124	37	31	97	97	1.8490000000000002	29.246999999999996	2.9039999999999995	633	72.87	9.5	6.9	8.23	8.4	6.12	50	7.125	7.6
477	1701.0	354.0	20.0	17.7	14	53	0	2	9	136	10	147	280	311	97	23	13	71	71	2.35	16.729000000000003	0.92	441	62.11	12.2	11.0	8.13	12.6	6.34	28	10.166666666666666	11.52
478	2834.0	555.0	27.0	20.555555555555557	21	121	0	5	14	185	10	238	478	534	196	20	14	88	88	0.203	22.347000000000005	4.45	742	51.68	13.2	10.9	11.02	12.2	6.94	69	11.166666666666666	10.46
479	2220.0	438.0	31.0	14.129032258064516	33	75	0	0	4	162	2	185	364	416	117	21	18	92	92	0.884	25.945000000000004	4.171000000000001	545	75.2	10.0	6.0	8.34	7.2	6.14	46	6.5	7.66
480	2125.0	452.0	14.0	32.285714285714285	25	65	0	0	13	202	3	187	378	420	105	28	26	83	83	1.306	11.184	1.511	547	56.93	12.5	13.0	7.38	14.2	6.62	37	9.0	13.89
481	1203.0	235.0	13.0	18.076923076923077	16	49	0	0	10	91	7	127	207	223	60	24	12	37	37	1.883	10.769	0.348	315	63.8	11.7	8.3	9.57	9.2	6.87	32	10.166666666666666	9.45
482	2634.0	571.0	35.0	16.314285714285713	41	76	0	0	9	227	5	229	465	539	135	34	39	118	118	2.343	28.40500000000001	4.2490000000000006	663	73.47	9.3	6.7	6.84	6.8	5.83	45	10.333333333333334	6.95
483	2804.0	574.0	29.0	19.79310344827586	29	82	2	9	26	228	6	216	472	540	119	30	57	99	99	1.104	24.347	3.5489999999999995	691	70.33	11.0	7.9	8.41	9.3	5.66	36	8.833333333333334	8.33
484	1647.0	347.0	17.0	20.41176470588235	20	49	1	0	10	149	5	163	294	326	62	18	37	67	67	0.6619999999999999	15.025	1.314	423	69.92	10.6	8.0	6.84	8.1	6.07	30	10.166666666666666	8.32
485	1747.0	376.0	24.0	15.666666666666666	15	53	0	0	13	140	12	162	318	357	82	22	36	62	62	0.594	19.337	4.069	453	73.47	9.8	6.7	6.66	6.7	5.97	33	6.375	7.48
